New Sentence, Luganda - Translation,Swahili - Translation,Sentiment code
The tattoo he has on his upper back looks ugly.,Obulambe bw'alina waggulu ku mugongo bulabika bubi.,Tatuu aliyo nayo sehemu ya juu ya mgongo wake ni mbaya.,Neg
Our school matron was unhappy when we refused to clean the dormitory every day.,Omukyala w'essomero lyaffe alabirira abayizi b'ekisulo teyabadde musanyufu nga tugaanye okuyonja ekisulo buli lunaku.,Matroni wa shule yetu hakufurahia tulipokataa kusafisha bweni hilo kila siku.,Neg
I dislike the food they cooked for dinner.,Emmere gye baafumbye ku kyeggulo sigyagala.,Sipendi chakula kile walichokipika kwaajili ya chajio.,Neg
She was unhappy when her mother reached late for the birthday party.,Teyabadde musanyufu nga nnyina atuuse kikeerezi ku kabaga k'amazaalibwa.,Hakufurahia baada ya mamaye kuchelewa kuwasili kwenye tafrija hiyo ya kumbukizi ya kuzaliwa.,Neg
The children hate writing in this kind of long book.,Abaana tebaagala kuwandiika mu kitabo ekiwanvu eky'ekika kino.,Watoto hao hawapendi kuandika kwenye daftari refu la aina hii.,Neg
She refused to help me with the house chores over the weekend.,Yagaanye okunnyambako ku mirimu gy'ewaka ku nkomerero ya wiiki.,Alikataa  kunisaidia kazi za nyumbani mwishoni mwa juma hilo.,Neg
The young girl failed to eat dinner last night.,Akawala akato kalemereddwa okulya ekyeggulo ekiro ekyayise.,Msichana huyo alishindwa kula chajio jana usiku.,Neg
He hates greedy people.,Tayagala bantu baluvu.,Hapendi watu wenye tamaa.,Neg
I feel angry when the young boy urinates on the bed sometimes.,Mpulira obusungu ng'akalenzi oluusi kafuse ku buliri.,Huwa ninahisi hasira wakati mtoto yule mdogo wa kiume akojoapo kitandani wakati mwingine.,Neg
I feel feverish with nausea.,Mpulira olusujjasujja n'emmeeme esiikuuse.,Ninahisi homa pamoja na kichefuchefu.,Neg
He refused to rest when he was sick,Yagaanye okuwummula bwe yabadde omulwadde.,Alikataa kupumzika alipokuwa anaumwa.,Neg
The patient failed to get the proper medicine for heart complications.,Omulwadde yalemereddwa okufuna eddagala ettuufu ery'obuzibu ku mutima.,Mgonjwa huyo alishindwa kupata dawa sahihi kwaajili ya matatizo ya moyo.,Neg
I hate the matching outfits you ordered for the children.,Ebyambalo ebifaanagana bye watumisizza abaana sibyagala.,Siyapendi mavazi hayo yanayofanana uliyoyaagiza kwaajili ya watoto hao.,Neg
I quarreled when she started channeling her anger toward me.,Nayombye obusungu bwe yatandise okubuzza ku nze.,Niligomba alipoanza kunipandishia hasira zake.,Neg
He felt sad when he forgot her books at home.,Yawulidde ennaku nga yeerabidde ebitabo bye ewaka.,Alijisikia huzuni aliposahau vitabu vyake nyumbani.,Neg
We were interrupted by the sound of a fire alarm.,Twataataaganyiziddwa eddoboozi ly'akadde k'omuliro.,Tuliingiliwa kwa sauti ya kengele ya moto.,Neg
The headteacher is unhappy with the way we spend our evenings.,Omukulu w'essomero si musanyufu n'engeri gye tutambuzaamu akawungeezi kaffe.,Mwalimu mkuu huyo hafurahii kwa namna tuzimiavyo jioni zetu,Neg
We are worried about the bad mechanical condition of your car.,Tweraliikiridde embeera embi emmotoka yo gy'erimu.,Tunahofia hali mbaya ya kifundi ya gari lako.,Neg
People were angry and confused when a big truck blocked the road.,Abantu baabadde banyiivu era nga basobeddwa ng'ekimotoka ekinene kizibye ekkubo.,Watu walikasirika na kuchanganyikiwa baada ya lori kubwa kuzuia barabara.,Neg
The manager was furious when the receptionist refused to follow the meeting agenda.,Maneja yeecwacwanye ng'ayaniriza abagenyi agaanye okugoberera enteekateeka y'olukiiko.,Meneja huyo alikasirika baada ya mpokeaji wageni kukataa kufuata ajenda za kikao hicho.,Neg
The old woman fell awkwardly on the stairs and sprained her ankle.,Omukyala omukadde yagudde mu ngeri embi ennyo ku madaala n'akyuka akakongovvule.,Mwanamama yule mzee alianguka vibaya kwenye ngazi na aliteguka kifundo chake cha mguu.,Neg
The chicken soup she cooked for the guests was bitter.,Ssupu w'enkoko gwe yafumbidde abagenyi yabadde akaawa.,Supu ile ya kuku aliyoipika kwaajili ya wageni ilikuwa mbaya.,Neg
She was badly beaten by the thieves and one of her eyes was damaged.,Yakubiddwa bubi nnyo ababbi era eriiso lye erimu lyafunye obuvune.,Alipigwa vibaya na wezi hao kutobolewa moja ya macho yake.,Neg
He felt rejected when the manager never invited him for lunch.,Yawulidde nga tasiimiddwa maneja bw'ataamuyise ku kyemisana.,Alijihisi kutengwa baada ya meneja huyo kutowahi kumualika kamwe kwenye chamcha.,Neg
We were furious when our sister accidentally left the bag behind.,Twecwacwanye nga muganda waffe/mwannyinaffe alese ensawo emabega mu butanwa.,Tulikasirika baada ya dada yetu kuliacha begi kwa bahati mbaya.,Neg
The old man is sad because his roof was blown off by the storm.,Omusajja omukadde munakuwavu kubanga akasolya ke omuyaga gwakatikkuddeko.,Mzee huyo wa kiume ana huzuni kwasababu paa lake liliezuliwa kwa upepo mkali.,Neg
They are unhappy because their mother is unappreciative of the things they do for her.,Si basanyufu kubanga nnyaabwe tasiima bintu bye bamukolera.,Hawana furaha kwasababu mama yao hathamini mambo yote wamfanyiayo.,Neg
I hate putting on that long purple dress.,Saagala kwambala kiteeteeyi ekyo ekya kakobe.,Sipendi kuvaa gauni hili refu la zambarau.,Neg
She got angry when her friend refused to rub the oil on her back.,Yanyiize nga mukwano gwe agaanye okumusiiga ebizigo ku mugongo.,Alikasirika baada ya rafiki yake kukataa kumpaka mafuta mgongoni  kwake.,Neg
He refused to hang out with his friends on weekends.,Yagaana okucakala ne mikwano gye ku nkomerero ya wiiki.,Alikataa kutembea pamoja na marafiki zake mwishoni mwa majuma.,Neg
Your hair smells bad because you take a while without washing it.,Enviiri ze ziwunya bubi kubanga otwala ebbanga nga tozinaazizza.,Nywele zako zinanuka vibaya kwasababu haukuziosha kwa muda mrefu.,Neg
She was demoralized by her sister's wicked behavior.,Empisa za muganda we embi zaamumalamu amaanyi.,Aliharibiwa kwa tabia mbaya za dada yake.,Neg
That girl dislikes playing with dolls.,Omuwala oyo tayagala kuzannya na ddole.,Binti yule hapendi kucheza pamoja na wanasesere.,Neg
I feel rejected whenever you keep some things from me.,Mpulira nga sisiimiddwa buli lw'onkweka ebintu ebimu.,Huwa ninajihisi kutengwa wakati wowote unifichapo vitu.,Neg
"Unfortunately, the maid I got stole all of my jewelry.","Eky'omukisa omubi, omukozi w'ewaka gwe nafuna yabbye ebyokwewunda byange byonna.","Bahati mbaya, mfanaya kazi za ndani niliyempata aliiva vito vyangu vyote.",Neg
They refused to follow the theme of the day at the music concert.,Baagaanye okugoberera omulamwa gw'olunaku ku kivvulu ky'ennyimba.,Walikataa kufuata mandhari ya ile siku kwenye tamasha la muziki.,Neg
The young girl looks ugly with that tinted hair.,Akawala akato kafaanana bubi n'enviiri ezo ensiige.,Kijana huyo anaonekana mbaya kwa nywele hizo za rangi.,Neg
I felt sad when I watched the video of the people killed during the war.,Nawulidde ennaku nga ndabye akatambi k'abantu abattibwa mu lutalo.,Ninajisikia huzuni nitazamapo video za watu wakiwa wanaua vitani.,Neg
That man hanged himself because he hated himself.,Omusajja oyo yeetuga kubanga yali yeekyawa.,Bwana yule alijinyonga yeye mwenyewe kwasababu alijichukia.,Neg
I got angry when my neighbor accused me of stealing food in his garden.,Nasunguwadde nga muliranwa wange anvunaanye ogw'okubba emmere mu nnimiro ye.,Nilikasirika baada ya jirani yangu kunituhumu kuiba chakula shambustanini kwake.,Neg
Everyone failed to pronounce the baby's name.,Buli omu yalemereddwa okwatula erinnya ly'omwana.,Kila mmoja alishindwa kulitamka jina hilo la mtoto.,Neg
My teachers dislike my haircut.,Enviiri ze nasaze abasomesa bange tebazaagala.,Walimu wangu hawaupendi mtindo wa ukataji nywele zangu.,Neg
"Unfortunately, It is too late to change my mind.","Eky'omukisa omubi, kikeerezi nnyo okukyusa endowooza yange.",Bahati mbaya nimeshachelewa sana kubadilisha akili yangu.,Neg
I hate that type of jewelry because it's too old-fashioned.,Ebyokwewunda eby'ekika ekyo sibyagala kubanga byava dda ku mulembe.,Sipendi aina ile ya kito kwasababu ni mtindo wa zamani sana.,Neg
We enjoyed the football game we played yesterday.,Twanyumiddwa omuzannyo gw'omupiira gw'ebigere gwe twazannye eggulo.,Tulifurahia mchezo ule wa mpira wa miguu tulioucheza jana.,Pos
I love the new home we bought.,Njagala amaka amapya ge twaguze.,Ninaipenda nyumba mpya tuliyoinunua.,Pos
"The exam was very easy, I passed with flying colors.","Ekigezo kyabadde kyangu nnyo, nakiyitidde waggulu.","Mtihani huo ulikuwa rahisi sana, nilifaulu sana.",Pos
My new job includes health insurance.,Omulimu gwange omupya guliko yinsuwa y'obulamu.,Kazi yangu mpya inahusisha bima ya afya.,Pos
She looks like an angel.,Afaanana nga malayika.,Anaonekana kama malaika.,Pos
Some people develop an allergic reaction after getting a tattoo.,Abantu abamu emibiri gyabwe gifuukuuka nga beetaddeko obulambe ku mubiri.,Baadhi ya watu hupata matokeo ya mzio baada ya kuchora tatuu.,Neg
I hate working on Saturday.,Saagala kukola ku Ssande.,Sioendi kufanya kazi Jumamosi.,Neg
Her two-month-old firstborn child looks beautiful.,Omuggulanda we ow'emyezi ebiri alabika bulungi.,Mtoto wake wa kwanza wa miaka miwili ni mzuri.,Pos
My phone screen got broken.,Ekirawuli ky'essimu yange kyayatise.,Skrini ya simu yangu imevunjika.,Neg
I enjoyed my flight today.,Olwaleero nanyumiddwa olugendo lwange olw'oku nnyonyi.,Nilifurahia safari yangu ya ndege leo.,Pos
I love my daughter so much.,Muwala wange mmwagala nnyo.,Ninampenda mtoto wangu wa kike sana.,Pos
She loves taking care of children.,Ayagala okulabirira abaana.,Anapenda kuwalea watoto.,Pos
Thank you for filling my fuel tank.,Weebale kujjuza tanka yange ey'amafuta.,Nashukuru kwa kunijazia mafuta kwenye tenki.,Pos
Greetings from your grandmother.,Jjajjaawo omukazi akutumidde.,Salamu kutoka kwa bibi yako.,Pos
He was the best physics teacher in the whole country.,Ye musomesa wa fizika eyasinze mu ggwanga lyonna.,Alikuwa ni mwalimu bora wa fizikia nchi nzima.,Pos
It's good to have a business far away from family and friends.,Kirungi okubeera e bizineesi ng'eri wala nnyo ne famire awamu n'emikwano.,Ni vizuri kuwa na biashara mbali na familia na marafiki.,Pos
I hate going early at home.,Saagala kudda mangu waka.,Sipendi kwenda nyumbani mapema.,Neg
He is having a sore throat.,Alumizibwa mu bulago.,Ana vidonda kooni.,Neg
I failed to understand the messages you sent to me yesterday.,Nalemereddwa okutegeera obubaka bwe wampeerezza olunaku lw'eggulo.,Nilishindwa kuulewa ujumbe uliomnitumia jana.,Neg
The police arrested him for driving while he was drunk.,Poliisi yamukuttelwa kuvuga ng'atamidde.,Polisi huyo alimkamata kwa kuendesha huku akiwa amelewa.,Neg
She is very sick.,Mulwadde nnyo.,Yeye anaumwa sana.,Neg
Thank God that I found someone online.,Katonda yeebale nti nnina gwe nsanze ng'ali ku mutimbagano.,Asante Mungu nilimkuta mtu mtandaoni.,Pos
I had a good time with you.,Nabadde n'akaseera akalungi nga ndi naawe.,Nilikuwa na wakati mzuri pamoja nawe.,Pos
My Microsoft outlook account is working fine now.,Akaawunti yange eya Microsoft outlook ekola bulungi kaakano.,Akaunti yangu ya Microsoft inafanya kazi vizuri sasa hivi.,Pos
I thank my parents for paying my school fees.,Neebaza bazadde bange olw'okusasula ebisale byange eby'essomero.,Ninawashukuru wazazi wangu kwa kunilipia ada ya shule.,Pos
His academic performance is good.,Ensoma ye nnungi.,Mwenendo wake wa kitaaluma ni mzuri.,Pos
I am feeling energized after having enough sleep.,Mpulira nzizeemu amaanyi oluvannyuma lw'okwebaka ekimala.,Ninajihisi nina nguvu baada ya kulala sana.,Pos
I am having fun while listening to music.,Nnyumirwa nga bwe mpuliriza ennyimba.,Nimekuwa na furaha nikisikiliza muziki.,Pos
We ate a sweet cake at his birthday party.,Twalidde kkeeci empoomu nga tuli ku kabaga k'amazaalibwa ge.,Tulikula keki tamu kwenye tafrija ya siku ya kumbukizi ya kuzaliwa kwake.,Pos
My children enjoy watching Cartoons.,Abaana bange banyumirwa okulaba pingu.,Watoto wangu wanafurahia kutazma Katuni.,Pos
She was a lucky girl.,Yali muwala wa mukisa.,Alikuwa ni msichana mwenye bahati.,Pos
My sister got a free visa to study in America.,Muganda wange/mwannyinaze yafunye viza ey'obwereere okusomera mu Amerika.,Dada yangu alipata viza ya bure ya kwenda kusoma Marekani.,Pos
She enjoys watching Christian inspirational movies.,Anyumirwa okulaba ffirimu z'Abakristaayo ezizzaamu amaanyi.,Huwa anafurahia kutazama filamu za kutia moyo za Kikristo.,Pos
I feel ready to start my work for today.,Mpulira neetegese okutandika emirimu gyange egya leero.,Ninajihisi nipo tayari kuanza kazi yangu kwa leo.,Pos
She cut her finger while she was peeling bananas.,Yeesaze olugalo ng'awaata amatooke.,Alijikata kidole chake alipokuwa akimenya ndizi.,Neg
We were all happy during breakfast.,Ffenna twabadde basanyufu ku kyenkya.,Wote tulikuwa na furaha wakati wa kifungua kinywa.,Pos
MTN has good internet speeds.,MTN erina embiro ya yintaneeti ennungi.,MTN una mtandao mzuri wenye kasi.,Pos
She was offended by her husband.,Omwami we yamunyiizizza.,Alitukanwa na mumewe.,Neg
My boyfriend proposed to me.,Muganzi wange yansabye obufumbo.,Mpenzi wangu alinichumbia.,Pos
He is a good husband.,Mwami mulungi.,Yeye ni mume mzuri.,Pos
He usually helps me whenever I get financial problems.,Atera okunnyamba buli lwe nfuna obuzibu bw'ensimbi.,Kwa kawida yeye hunisaidia kila nipatapo changamoto ya kifedha.,Pos
I am unable to open any document using your computer.,Sisobola kubikkula kiwandiiko kyonna nga nkozesa kompyuta yo.,Sina uwezo wa kufungua nyaraka yoyote kwa kutumia kompyuta yako.,Neg
His idea sounds good.,Ekirowoozo kye kiwulikika ng'ekirungi.,Wazo lake ni zuri.,Pos
Eating a lot of chocolate causes tooth decay.,Okulya chocolate omungi kirwaza amannyo.,Ulaji wa chokoleti sana husababisha meno kuoza.,Neg
He has high standards when it comes to cleaning.,Alina omutindo gwa waggulu bwe kituuka ku kuyonja.,Ana viwango bora kwenye swala la usafi.,Pos
Everyone that attended her graduation party carried a gift for her.,Buli omu eyazze ku kabaga k'amatikkira ge yamuleetedde ekirabo.,Kila mmoja aliyehudhuria sherehe ya mahafali yake alimbebea zawadi.,Pos
She arranges her bedroom very well before going to school every morning.,Ateekateeka bulungi ekisenge kye mw'asula nga tannagenda ku ssomero buli ku makya.,Huwa nakipangilia chumba chake vizuri sana kabla ya kwenda shuleni kila asubuhi.,Pos
My friend and I are traveling to America on the eighth of July for further studies.,Nze ne mukwano gwange tugenda mu Amerika nga munaana Ogwomusanvu okweyongerayo n'emisomo.,Mimi na rafiki yangu tutasafiri kwenda Marekani Julai nane kwaajili ya masomo zaidi.,Pos
Our school won the all schools football competitions.,Essomero lyaffe lyawangudde empaka z'omupiira gw'ebigere ez'amasomero gonna.,Shule yetu ilishinda mashindano yote ya mpira wa miguu ya shule.,Pos
My computer is failing to startup.,Kompyuta yange eremereddwa okuteekako.,Tarakilishi yangu haiwaki.,Neg
What you said was wrong.,Kye wayogedde kyabadde kikyamu.,Ulichokisema hakikuwa kweli.,Neg
Everything is annoying me today.,Olwaleero buli kintu kinnyiiza.,Kila kitu kiliniudhi leo.,Neg
"Unfortunately, I was unable to solve your problem.","Eky'omukisa omubi, saasobodde kugonjoola kizibu kyo.","Bahati mbaya, sikuweza kutatua tatizo lako.",Neg
My grandmother is still sick.,Jjajjange omukyala akyali mulwadde.,Bibi yangu bado anaumwa.,Neg
Water and electricity bills for this month are too high.,Ebisale by'amazzi n'amasannyalaze eby'omwezi guno biri waggulu nnyo.,Bili za umeme na maji zipo juu sana kwa mwezi huu.,Neg
A thief broke into my house yesterday night.,Omubbi yamenye n'ayingira mu nnyumba yange ekiro ky'eggulo.,Mwizi alivunja na kuingia nyumbani kwangu jana usiku.,Neg
You mastered the tips of this work,Yakwata ebigobererwa mu kukola omulimu guno.,Umefahamu vidokezo vya kazi hii.,Pos
Thanks for the support.,Weebale olw'obuwagizi.,Nashukuru kwa msaada waku ule.,Pos
We had a good time driving up the mountains.,Twabadde n'akaseera akalungi nga tuvugira waggulu ku nsozi.,Tulikuwa na wakati mzuri wa kuendesha milimani.,Pos
Some people fail in business because of poor business management skills.,Abantu abamu balemererwa bizineesi olw'entambuza ya bizineesi embi.,Baadhi ya watu wanafeli kwenye biashara kwasababu ya ujuzi hafifu wa usimamizi wa biashara.,Neg
Glad you enjoyed the tour.,Kirungi nti wanyumiddwa okulambula.,Nimefurahi iliifurahia ziara.,Pos
I am allergic to cats.,Sikwatagana na kkapa.,Mimi ni mzio wa paka.,Neg
I am glad you all had a great night.,Ndi musanyufu nti mwenna mwabadde n'ekiro ekirungi.,Nimefurahi mlikuwa na usiku mwema wote.,Pos
Thanks for sharing the news in time.,Weebale kusaasaanya mawulire mu budde.,Asante kwa kusambaza habari ile kwa wakati.,Pos
All the crops in my grandmother's garden look healthy.,Ebimera byonna mu nnimiro ya jjajjange omukyala birabika bulungi.,Mazao yote kwenye bustani ya mama yangu yamestawi vizuri.,Pos
She looks clean and fresh.,Afaanana okuba omuyonjo era akoleeza.,Anaonekana safi na mpya.,Pos
Prunes hotel in Kampala is a nice relaxing place with good coffee and fresh air.,Prunes hotel esangibwa mu Kampala kifo kirungi okuwummuliramu ekirina kacaayi akalungi kw'ossa akawewo.,Hoteli za Prune Kampala ni mahala pazuri pa kupumzika pamoja na kahawa nzuri na hewa safi.,Pos
My friends and I had a lot of fun today.,Nze ne mikwano gyange tunyumiddwa nnyo olwaleero.,Rafiki yangu na mimi tulikuwa na furaha sana leo.,Pos
It was amazing having a conversation with my headteacher for the first time.,Kyabadde kirungi okwogera n'omukulu w'essomero lyange omulundi ogusookera ddala.,Ilikuwa ni ajabu kuwa na mazungumzo pamoja na mwalimu wangu mkuu kwa mara ya kwanza.,Pos
She will not be able to go to school today because she is unwell.,Tajja kusobola kugenda ku ssomero olwaleero kubanga teyeewulira bulungi.,Hatoweza kwenda shuleni leo kwasababu anaumwa.,Neg
"Unfortunately, I don't have extra cash to buy the shoe.","Eky'omukisa omubi, sirinaawo nsimbi ndala kugula ngatto.","Bahati mbaya, sina pesa ya ziada ya kununua viatu hivyo.",Neg
Our flight to Nairobi was canceled.,Olugendo lwaffe olw'oku nnyonyi okugenda e Nairobi lwasaziddwamu.,Ndege yetu ya kwenda Nairobi iliahirishwa.,Neg
So sorry to hear about the death of your mother.,Kibi nnyo okuwulira ebikwata ku kufa kwa nnyoko.,Pole sana kwa kufiwa na mama yako.,Neg
I am afraid of walking alone at night.,Ntya okutambula nzekka ekiro.,Ninaogopa kutembea pekeyangu usiku.,Neg
I feel sad because I may not attend my sister's graduation party.,Mpulira ennaku kubanga nnyinza obutagenda ku kabaga k'amatikkira ga muganda wange/mwannyinaze.,Ninajihisi huzuni kwasababu huenda nisihudhurie tafrija ya mahali ya dada yangu.,Neg
I got a good night's sleep and had sweet dreams.,Neebase bulungi ekiro era nafunye ebirooto ebirungi.,Nilipata usingizi mzuri na niliota ndoto mzuri.,Pos
My leg got broken while I was playing a hockey game.,Okugulu kwange kwamenyese nga nzannya muzannyo gw'okukuba enkuyo.,Mguu wangu ulivunjika nilipokuwa nikicheza mpira wa magongo.,Neg
The invention of television has contributed to our education and knowledge.,Okuvumbula ttivvi kulina kye kwongedde ku byenjigiriza byaffe n'okumanya.,Uvumbuzi huo wa luninga umechangia kwenye elimu yetu na maarifa.,Pos
She is unemployed because she is not applying for jobs.,Talina mulimu kubanga tasaba mirimu.,Hajaajiriwa kwasababu haombi kazi.,Neg
She is a lucky girl.,Muwala wa mukisa.,Yeye ni msichana mwenye bahati.,Pos
My mother bought me a nice birthday gift.,Mmange yangulidde ekirabo ky'amazaalibwa ekirungi.,Mama yangu alininulia zawadi nzuri ya kumbukizi ya kuzaliwa.,Pos
I find it so hard to talk to new people.,Kinzibuwalira okwogera n'abantu abapya.,Huwa ninapata ugumu kuzungumza na watu wapya.,Neg
My head is aching so much.,Omutwe gumbobba nnyo.,Kichwa changu kinauma sana.,Neg
The train is too slow.,Eggaali y'omukka esooba nnyo.,Garimoshi lipo taratibu sana.,Neg
Your hair is dirty.,Enviiri zo ziddugala.,Nywele zako ni chafu.,Neg
Thank you so much for my gift.,Weebale nnyo olw'ekirabo kyange.,Asante sana kwa zawadi yangu.,Pos
You and your mother have good hairstyles.,Ggwe ne nnyoko mulina emisono gy'enviiri emirungi.,Wewe na mama yako mna mtindo mzuri wa nywele.,Pos
I thank my mother for paying my school fees.,Neebaza mmange olw'okusasula ebisale byange eby'essomero.,Ninamshukuru mama ynagu kwa kunilipia ada ya shule.,Pos
Your body odor is bad.,Akasu akakuvaamu kabi.,Harufu ya mwili wako ni mbaya.,Neg
The picture you posted on your Facebook page looks bad.,Ekifaananyi kye watadde ku mukutu gwo ogwa Facebook kirabika bubi.,Picha ile uliyoituma kwenye ukurasa wa Facebook yako ni mbaya.,Neg
"Sorry, I missed your calls.","Onsaasire, nasubiddwa essimu zo.","Samahani, nilizikosa simu zako.",Neg
"Unfortunately, we did not recognize any funny people on Twitter.","Eky'omukisa omubi, tetulina bantu basesa bonna be twalabye ku Twitter.","Bahati mbaya, hatukuwatambua watu wa kuchekesha Twitter.",Neg
The music concert I attended yesterday night was fun.,Ekivvulu ky'ennyimba kye nagenzeeko ekiro ky'eggulo kyabadde kinyuvu.,Tamasha hilo la muziki nililohudhuria jana lilikuwa zuri.,Pos
I wasted my data downloading this fake movie.,Nayonoonye data wange nga mpanula ffirimu eno ey'ekikwangala.,Nulipoteza data zangu nikipakua filamu isiyo sahihi.,Neg
Doing physical exercises makes me feel pretty good.,Okukola dduyiro kunnyamba okuwulira obulungiko.,Ufanyaji wa mazoezi ya mwili umefanya nijisikie vizuri sana.,Pos
I am sure you are good at athletics.,Neekakasa nti omanyi okudduka.,Nina uhakika upo vizuri kwenye riadha.,Pos
Thank God your son's workmates survived an accident.,Katonda yeebale nti abakozi mutabani wo b'akola nabo baasimattuse akabenje.,Asante Mungu wafanyakazi wenza wa mtoto wako walinusurika ajali.,Pos
My wife makes me smile whenever I see her dancing.,Mukyala wange ansesa buli lwe mmulaba ng'azina.,Mke wangu hunifanya nitabasamu kila nimuonapo akicheza.,Pos
I am tired of standing.,Nkooye okuyimirira.,Nimechoka kusimama.,Neg
She gave me fake money.,Yampadde ssente ez'ekicupuli.,Alinipa pesa bandia.,Neg
Thank you for buying me lunch.,Weebale kungulira kyamisana.,Asante kwa kuninulia chamcha.,Pos
We have gone to the beach to have fun.,Tugenze ku bbiici kunyumirwa.,Tumekwenda ufukweni kufurahika.,Pos
You are a handsome man.,Oli musajja mubalagavu.,Wewe ni mwanaume mtanashati.,Pos
"Hello pretty girl, I love your current profile picture.","Nkulamusizzaako muwala ggwe omulungi, ekifaananyi ekiri ku akaawunti yo nkyagadde.","Mambo mrembo, nimeipenda picha yako ya wasifu ya sasa.",Pos
Thank you for appreciating.,Weebale kusiima.,Asante kwa kuthamini.,Pos
Thanks for making Friday a happy day for me.,Weebale olw'okufuula Olwokutaano olunaku olw'essanyu gyendi.,Asante kwa kuifanya Ijumaa siku ya furaha kwangu mimi.,Pos
I loved watching him dance.,Nayagala okumulaba ng'azina.,Nilipenda kumtazama akinengua.,Pos
I feel very bored.,Mpulira mpuubadde nnyo.,Ninajihisi kuchoka sana.,Neg
She has bright children.,Alina abaana abagezi.,Ana watoto waelevu.,Pos
I am facing the same problem again.,Ndi mu buzibu bwebumu era.,Ninakabaliwa na matatizo yaleyale tena.,Neg
He must be so bored at work since he is there alone.,Ateekwa okuba ng'awuubadde nnyo ku mulimu engeri gye kiri nti aliyo yekka.,Lazima awe amekereka kazini kwasababu yupo pekeyake.,Neg
I hate my life at the moment.,Obulamu bwange sibwagala mu kiseera kino.,Siyapendi masiha yangu kwa wakati huu.,Neg
I am happy to have you as my mother.,Ndimusanyufu okubeera nga ggwe mmange.,Nina futaha kuwa wewe ndiyo mama yangu.,Pos
It is unfair to treat that little girl with such bitterness.,Si kya bwenkanya kuyisa kawala ako n'obukambwe obw'ekika ekyo.,Sio sahihi kumfanyia roho mbaya binti yule mdogo.,Neg
Thank you for sending me the tutorials that I am following now.,Weebale nnyo kumpeereza ebigobererwa bye ngoberera kaakano.,Asante kwa kunitumia mafunzo ambayo ninayafatia sasa hivi.,Pos
I feel a lot of pain due to cramps.,Mpulira obulumi bungi olw'enjoka z'eddumi.,Ninahisi maumivu makali sana kwasababu ya tumbo.,Neg
Thank you for attending this seminar.,Weebale nnyo kujja mu lusoma luno.,Asante kwa kuhudhuria semina hii.,Pos
His presentation was so funny and interesting.,Okwogera kwe kwabadde kusessa nnyo ate nga kunyuvu.,Wasilisho lake lilifurahisha na lilikuwa na tija.,Pos
The baby is awake and crying out so loudly.,Omwana atunula era akaaba nnyo.,Mtoto yupo macho na analia kwa sauti kubwa.,Neg
His life is miserable.,Obulamu bwe si bulungi.,Maisha yake yanasikitisha.,Neg
This nightdress is cute.,Ekiteeteeyi ekisulwamu kirungi.,Nguo hii ya kulalia ni nzuri.,Pos
His parents love him a lot.,Bazadde be bamwagala nnyo.,Wazazi wake wanampenada sana.,Pos
The old man got angry when he walked a long distance.,Omusajja omukadde yasunguwadde ng'atambudde olugendo oluwanvu.,Mwanaume yule mzee alikasirika alipotembea umbali mrefu.,Neg
I felt sad when I lost the money I got yesterday.,Nawulidde ennaku bwe nafiiriddwa ensimbi ze nafunye olunaku lw'eggulo.,Nilijihisi huzuni nilipopoteza pesa niliyoipata jana.,Neg
The bank manager is tired of those robbers.,Maneja wa banka akooye ababbi abo.,Meneja wa benki hiyo amechoshwa na wezi hao.,Neg
She got a bad infection on the wound.,Ekiwundu kyagenzeeko endwade embi.,Alipata maambukizi mabaya kwenye kidonda.,Neg
He feels sorry for those children who sleep on the street.,Akwatirwa ennaku abaana abo abeebaka ku nguudo.,Anawahurumia watoto hao wanaolala mtaani.,Neg
They refused to tell us the exact date of their wedding day.,Baagaanye okutubuulira olunaku olutuufu olw'embaga yaabwe.,Walikataa kutuambia tarehe mahususi ya ndoa yao.,Neg
He got furious when I slapped him on the back.,Yeecwacwanye nga mmukubye oluyi ku mugongo.,Alikasirika nilipompiga kofi mgongoni.,Neg
He pleaded guilty to manslaughter.,Yakkirizza omusango gw'okutta omuntu okutali kugenderere.,Aliomba msamaha kwa muuaji.,Neg
The young girl refused to join that new school in the neighborhood.,Akawala akato kaaganye okugenda ku ssomero eryo eppya eriri ku muliraano.,Msichana huyo alikataa kujiunga na shule ile mpya iliyo jirani.,Neg
The villagers are frustrated with your gossip.,Bannakyalo beenyiye olugambo lwo.,Wanakijiji hao wamechanganyikiwa kwa tuhuma zako.,Neg
She felt heartbroken when her children rejected her.,Yawulira ng'amenyese omutima ng'abaana be bamugaanye.,Alijihisi kuvunjika moyo baada ya watoto wake kumpuuza.,Neg
I discouraged my son from watching movies using a laptop.,Nagaana mutabani wange okulaba ffirimu ng'akozesa laptop eyo.,Nilimkataza mtoto wangu wa kiume kutazama filamu kwa kutumia kompyuta mpakato.,Neg
She refused to put on a sweater yet it was very cold.,Yagaanye okuteekako essweta ate nga waabaddeyo obutiti bungi.,Alikataa kuvaa sweta ingawa bodo kulikuwa na baridi.,Neg
My husband loves reggae music.,Baze ayagala ennyimba za raggae.,Mume wangu anapenda muziki wa rege.,Pos
"Despite all the warnings from the elders, he insulted them again.","Newankubadde ng'abakulu baawa okulabula, yaddamu n'abavuma.","Licha ya maonyo yote yale kutoka kwa wazee, aliwatukana tena.",Neg
