id,english,luganda
JER323,"Truly in vain is salvation hoped for from the hills, and from the multitude of mountains: truly in the LORD our God is the salvation of Israel.","Mazima okubeerwa okusuubirwa okuva ku nsozi kwa bwereere, oluyoogaano oluli ku nsozi: mazima mu Mukama Katonda waffe mwe muli obulokozi bwa Isiraeri."
JER324,"For shame hath devoured the labour of our fathers from our youth; their flocks and their herds, their sons and their daughters.","Naye ekyo ekikwasa ensonyi kye kimazeewo emirimu gya bajjajjaffe okuva mu buto bwaffe; embuzi zaabwe n'ente zaabwe, batabani baabwe n'abawala baabwe."
JER325,"We lie down in our shame, and our confusion covereth us: for we have sinned against the LORD our God, we and our fathers, from our youth even unto this day, and have not obeyed the voice of the LORD our God.","Tugalamire ensonyi nga zitukutte, okuswala kwaffe kutubikkeko: kubanga twonoonye Mukama Katonda waffe, ffe ne bajjajjaffe okuva mu buto bwaffe ne leero: so tetugonderanga ddoboozi lya Mukama Katonda waffe."
JER4110,"Then Ishmael carried away captive all the residue of the people that were in Mizpah, even the king's daughters, and all the people that remained in Mizpah, whom Nebuzaradan the captain of the guard had committed to Gedaliah the son of Ahikam: and Ishmael the son of Nethaniah carried them away captive, and departed to go over to the Ammonites.","Awo Isimaeri n'atwala nga basibe abo bonna abaafikkawo ku bantu abaali mu Mizupa, abawala ba kabaka n'abantu bonna abaali basigadde mu Mizupa, Nebuzaladaani omukulu w'abambowa be yali ateresezza Gedaliya mutabani wa Nesaniya n'abatwala nga basibe, n'agenda okusomoka okugenda eri abaana ba Amoni."
JER4111,"But when Johanan the son of Kareah, and all the captains of the forces that were with him, heard of all the evil that Ishmael the son of Nethaniah had done,","Naye Yokanani mutabani wa Kaleya n'abaami bonna ab'ebitongole abaali naye bwe baawulira obubi bwonna Isimaeri mutabani wa Nesaniya bwe yali akoze,"
JER4112,"Then they took all the men, and went to fight with Ishmael the son of Nethaniah, and found him by the great waters that are in Gibeon.",kale ne batwala abasajja bonna ne bagenda okulwana ne Isimaeri mutabani wa Nesaniya ne bamusanga awali amazzi amangi agali mu Gibyoni.
JER4113,"Now it came to pass, that when all the people which were with Ishmael saw Johanan the son of Kareah, and all the captains of the forces that were with him, then they were glad.","Awo olwatuuka abantu bonna abaali ne Isimaeri bwe baalaba Yokanani mutabani wa Kaleya n'abaami bonna ab'ebitongole abaali naye, ne basanyuka."
JER4114,"So all the people that Ishmael had carried away captive from Mizpah cast about and returned, and went unto Johanan the son of Kareah.","Awo abantu bonna Isimaeri be yali atutte nga basibe okubaggya e Mizupa, ne bakyuka ne baddayo, ne bagenda eri Yokanani mutabani wa Kaleya."
JER4115,"But Ishmael the son of Nethaniah escaped from Johanan with eight men, and went to the Ammonites.","Naye Isimaeri mutabani wa Nesaniya n'awona Yokanani ng'alina abasajja munaana, n'agenda eri abaana ba Amoni."
JER4116,"Then took Johanan the son of Kareah, and all the captains of the forces that were with him, all the remnant of the people whom he had recovered from Ishmael the son of Nethaniah, from Mizpah, after that he had slain Gedaliah the son of Ahikam, even mighty men of war, and the women, and the children, and the eunuchs, whom he had brought again from Gibeon:","Awo Yokanani mutabani wa Kaleya n'abaami bonna ab'ebitongole abaali naye ne batwala ekitundu kyonna ekifisseewo ku bantu be yali akomezzaawo okubaggya ku Isimaeri mutabani wa Nesaniya, e Mizupa, bwe yamala okutta Gedaliya mutabani wa Akikamu, abasajja abalwanyi n'abakazi n'abaana abato n'abalaawe be yakomyawo okuva e Gibyoni:"
JER4117,"And they departed, and dwelt in the habitation of Chimham, which is by Bethlehem, to go to enter into Egypt,","awo ne baddayo ne babeera mu Gerusukimamu ekiriraanye Besirekemu, okugenda okuyingira mu Misiri,"
JER4118,"Because of the Chaldeans: for they were afraid of them, because Ishmael the son of Nethaniah had slain Gedaliah the son of Ahikam, whom the king of Babylon made governor in the land.","olw'Abakaludaaya: kubanga baali babatidde, kubanga Isimaeri mutabani wa Nesaniya yatta Gedaliya mutabani wa Akikamu kabaka w'e Babulooni gwe yawa okufuga ensi."
JER4210,"If ye will still abide in this land, then will I build you, and not pull you down, and I will plant you, and not pluck you up: for I repent me of the evil that I have done unto you.","Bwe mulikkiriza okubeera mu nsi eno, kale ndibazimba, so siribaabya, era ndibasimba, so siribasimbula: kubanga nejjusizza obubi bwe nnabakola."
JER4211,"Be not afraid of the king of Babylon, of whom ye are afraid; be not afraid of him, saith the LORD: for I am with you to save you, and to deliver you from his hand.","Temutya kabaka w'e Babulooni gwe mutya; temumutya, bw'ayogera Mukama: kubanga nze ndi wamu nammwe okubalokola n'okubawonya mu mukono gwe."
JER4212,"And I will shew mercies unto you, that he may have mercy upon you, and cause you to return to your own land.","Era ndibawa okusaasirwa abasaasire, era abazzeeyo mu nsi yammwe."
JER4213,"But if ye say, We will not dwell in this land, neither obey the voice of the LORD your God,",Naye bwe munaagamba nti Tetugenda kutuula mu nsi eno; ne mutagondera ddoboozi lya Mukama Katonda wammwe;
JER4214,"Saying, No; but we will go into the land of Egypt, where we shall see no war, nor hear the sound of the trumpet, nor have hunger of bread; and there will we dwell:","nga mwogera nti Nedda; naye tuligenda mu nsi y'e Misiri gye tutalirabira ntalo, so tetuliwulira ddoboozi lya kkondeere, so tetulirumwa njala olw'emmere; n'eyo gye tulituula:"
JER4215,"And now therefore hear the word of the LORD, ye remnant of Judah; Thus saith the LORD of hosts, the God of Israel; If ye wholly set your faces to enter into Egypt, and go to sojourn there;","kale nno muwulire ekigambo kya Mukama, mmwe abafisseewo ku Yuda: bw'ati bw'ayogera Mukama w'eggye, Katonda wa Isiraeri nti Bwe mulikakasa amaaso gammwe ddala okuyingira mu Misiri, ne mugenda okubeera omwo;"
JER4216,"Then it shall come to pass, that the sword, which ye feared, shall overtake you there in the land of Egypt, and the famine, whereof ye were afraid, shall follow close after you there in Egypt; and there ye shall die.","kale olulituuka ekitala kye mutya kiribakwatira eyo mu nsi y'e Misiri, n'enjala gye mutidde eribacoccera eyo mu Misiri; era eyo gye mulifiira."
JER4217,"So shall it be with all the men that set their faces to go into Egypt to sojourn there; they shall die by the sword, by the famine, and by the pestilence: and none of them shall remain or escape from the evil that I will bring upon them.",Bwe kityo bwe kiriba eri abasajja bonna abakakasa amaaso gaabwe okugenda e Misiri okubeera eyo; balifa n'ekitala n'enjala ne kawumpuli: so tewaliba ku bo abalifikkawo newakubadde okuwona obubi bwe ndibaleetako.
JER4218,"For thus saith the LORD of hosts, the God of Israel; As mine anger and my fury hath been poured forth upon the inhabitants of Jerusalem; so shall my fury be poured forth upon you, when ye shall enter into Egypt: and ye shall be an execration, and an astonishment, and a curse, and a reproach; and ye shall see this place no more.","Kubanga bw'ati bw'ayogera Mukama w'eggye, Katonda wa Isiraeri, nti Obusungu bwange n'ekiruyi kyange nga bwe byafukibwa ku abo abaali mu Yerusaalemi, ekiruyi kyange bwe kirifukibwa ku mmwe bwe kityo bwe muliyingira mu Misiri: era muliba kikolimo n'ekyewuunyo n'okukolima n'ekivume; so temuliraba nate kifo kino."
JER4219,"The LORD hath said concerning you, O ye remnant of Judah; Go ye not into Egypt: know certainly that I have admonished you this day.","Mukama ayogedde ku mmwe, ai ekitundu ekifisseewo ku Yuda, nti Temugenda mu Misiri: mutegeerere ddala nga leero nze mbadde mujulirwa gye muli."
JER4220,"For ye dissembled in your hearts, when ye sent me unto the LORD your God, saying, Pray for us unto the LORD our God; and according unto all that the LORD our God shall say, so declare unto us, and we will do it.","Kubanga mukoze emmeeme zammwe mmwe eby'obukuusa; kubanga mwantuma eri Mukama Katonda wammwe nga mwogera nti Tusabire eri Mukama Katonda waffe; era nga byonna bwe biriba; Mukama Katonda waffe by'alyogera, tubuulire bw'otyo, naffe tulibikola:"
JER4221,"And now I have this day declared it to you; but ye have not obeyed the voice of the LORD your God, nor any thing for the which he hath sent me unto you.",era leero mbibabuulidde; naye temugondedde ddoboozi lya Mukama Katonda wammwe mu kyonna ky'antumye gye muli
JER4222,"Now therefore know certainly that ye shall die by the sword, by the famine, and by the pestilence, in the place whither ye desire to go and to sojourn.","Kale nno mutegeerere ddala nga mulifa n'ekitala n'enjala ne kawumpuli, mu kifo gye mwagala okugenda okubeera."
JER201,"Now Pashur the son of Immer the priest, who was also chief governor in the house of the LORD, heard that Jeremiah prophesied these things.","Awo Pasukuli mutabani wa Immeri kabona, eyali omwami omukulu ow'omu nnyumba ya Mukama, n’awulira Yeremiya ng'alagula ebyo."
JER202,"Then Pashur smote Jeremiah the prophet, and put him in the stocks that were in the high gate of Benjamin, which was by the house of the LORD.",Awo Pasukuli n'akuba Yeremiya nnabbi n'amusiba mu nvuba eyali mu mulyango ogw'engulu ogwa Benyamini ogwali mu nnyumba ya Mukama.
JER203,"And it came to pass on the morrow, that Pashur brought forth Jeremiah out of the stocks. Then said Jeremiah unto him, The LORD hath not called thy name Pashur, but Magormissabib.",Awo olwatuuka enkya Pasukuli n'aggya Yeremiya mu nvuba. Awo Yeremiya n'amugamba nti Mukama takutuumye linnya lyo Pasukuli wabula Magolumissabibu.
JER204,"For thus saith the LORD, Behold, I will make thee a terror to thyself, and to all thy friends: and they shall fall by the sword of their enemies, and thine eyes shall behold it: and I will give all Judah into the hand of the king of Babylon, and he shall carry them captive into Babylon, and shall slay them with the sword.","Kubanga bw'ati bw'ayogera Mukama nti Laba, ndikufuula eky'entiisa eri ggwe kennyini n'eri mikwano gyo bonna: era baligwa n'ekitala eky'abalabe baabwe, n'amaaso go galikiraba: era ndiwa Yuda yenna mu mukono gwa kabaka w'e Babulooni, naye alibatwala e Babulooni nga basibe, era alibatta n'ekitala."
JER205,"Moreover I will deliver all the strength of this city, and all the labours thereof, and all the precious things thereof, and all the treasures of the kings of Judah will I give into the hand of their enemies, which shall spoil them, and take them, and carry them to Babylon.","Era nate ndiwa obugagga bwonna obw'omu kibuga kino n'amagoba gaamu gonna n'ebintu byamu byonna eby'omuwendo omungi, weewaawo, ebintu byonna ebya bassekabaka ba Yuda ndibiwa mu mukono gw'abalabe baabwe, abalibanyaga ne babakwata ne babatwala e Babulooni."
JER206,"And thou, Pashur, and all that dwell in thine house shall go into captivity: and thou shalt come to Babylon, and there thou shalt die, and shalt be buried there, thou, and all thy friends, to whom thou hast prophesied lies.","Naawe, Pasukuli, n'abo bonna abali mu nnyumba yo baligenda mu busibe: era olituuka e Babulooni, era olifiira eyo, era oliziikirwa eyo, ggwe ne mikwano gyo bonna be walagula eby'obulimba."
JER207,"O LORD, thou hast deceived me, and I was deceived: thou art stronger than I, and hast prevailed: I am in derision daily, every one mocketh me.","Ai Mukama, wannimba nze ne nnimbibwa: onsinga nze amaanyi era owangudde: nfuuse ekisekererwa okuzibya obudde, buli muntu ankudaalira."
JER208,"For since I spake, I cried out, I cried violence and spoil; because the word of the LORD was made a reproach unto me, and a derision, daily.","Kubanga buli lwe njogera, njogerera waggulu; njogerera waggulu nti Ekyejo n'okunyaga: kubanga ekigambo kya Mukama bakifuula ekivume gye ndi n'eky'okusekererwa okuzibya obudde."
JER209,"Then I said, I will not make mention of him, nor speak any more in his name. But his word was in mine heart as a burning fire shut up in my bones, and I was weary with forbearing, and I could not stay.","Era bwe njogera nti Siimwogereko so sikyayogerera mu linnya lye, kale mu mutima gwange muba ng'omuliro ogubuubuuka ogusibibwa mu magumba gange, era nga nkooye okuzibiikiriza so siyinza kubeerera awo."
JER2010,"For I heard the defaming of many, fear on every side. Report, say they, and we will report it. All my familiars watched for my halting, saying, Peradventure he will be enticed, and we shall prevail against him, and we shall take our revenge on him.","Kubanga mpulidde okulyolyoma kw'abangi, entiisa enjuyi zonna. Muloope, naffe tunaamuloopa bwe boogera mikwano gyange ennyo bonna, bo abalabirira okuwenyera kwange; mpozzi anaasendebwasendebwa, naffe tunaamuwangula, era tulimuwalanako eggwanga:"
JER2011,"But the LORD is with me as a mighty terrible one: therefore my persecutors shall stumble, and they shall not prevail: they shall be greatly ashamed; for they shall not prosper: their everlasting confusion shall never be forgotten.","Naye Mukama ali nange ng'ow'amaanyi ow'entiisa: abanjigganya kyebaliva beesittala so tebaliwangula: baliswala nnyo, kubanga tebakoze bya magezi, balikwatibwa ensonyi ezitaliggwaawo eziteerabirwenga ennaku zonna."
JER2012,"But, O LORD of hosts, that triest the righteous, and seest the reins and the heart, let me see thy vengeance on them: for unto thee have I opened my cause.","Naye, ai Mukama w'eggye, akema omutuukirivu, alaba emmeeme ey'omunda, ndabe eggwanga lyo ly'oliwalana ku bo; kubanga nkubikkulidde ensonga yange."
JER2013,"Sing unto the LORD, praise ye the LORD: for he hath delivered the soul of the poor from the hand of evildoers.","Muyimbire Mukama, mutendereze Mukama: kubanga awonyezza emmeeme y'oyo eyeetaaga mu mukono gw'abo abakola obubi."
JER2014,Cursed be the day wherein I was born: let not the day wherein my mother bare me be blessed.,Olunaku kwe nnazaalirwa lukolimirwe: olunaku mmange kwe yanzaalira luleme okuweebwa omukisa.
JER2015,"Cursed be the man who brought tidings to my father, saying, A man child is born unto thee; making him very glad.",Akolimirwe oyo eyamuleetera kitange ebigambo nti Ozaaliddwa mwana wa bulenzi; ng'amusanyusa nnyo.
JER2016,"And let that man be as the cities which the LORD overthrew, and repented not: and let him hear the cry in the morning, and the shouting at noontide;","Era omusajja oyo abeere ng'ebibuga Mukama bye yasuula n'ateenenya: awulire okukaaba enkya, n'okwogerera wa ggulu mu ttuntu;"
JER2017,"Because he slew me not from the womb; or that my mother might have been my grave, and her womb to be always great with me.","kubanga teyanzita bwe nnava mu lubuto; bw'atyo mmange yandibadde entaana yange, n'olubuto lwe lwandibadde lukulu ennaku zonna."
JER2018,"Wherefore came I forth out of the womb to see labour and sorrow, that my days should be consumed with shame?","Naviira ki mu lubuto okulaba okutegana n'obuyinike, ennaku zange zimalibwewo olw'ensonyi?"
JER71,"The word that came to Jeremiah from the LORD, saying,",Ekigambo ekyajjira Yeremiya ekyava eri Mukama nga kyogera nti
JER72,"Stand in the gate of the LORD's house, and proclaim there this word, and say, Hear the word of the LORD, all ye of Judah, that enter in at these gates to worship the LORD.","Yimirira mu mulyango gw'ennyumba ya Mukama, olangirire eyo ekigambo kino, oyogere nti Muwulire ekigambo kya Mukama, mmwe mwenna aba Yuda, abayingira mu miryango gino okusinza Mukama."
JER73,"Thus saith the LORD of hosts, the God of Israel, Amend your ways and your doings, and I will cause you to dwell in this place.","Bw'ati bw'ayogera Mukama w'eggye, Katonda wa Isiraeri, nti Mulongoose amakubo gammwe n’ebikolwa byammwe, nange ndibatuuza mu kifo kino."
JER74,"Trust ye not in lying words, saying, The temple of the LORD, The temple of the LORD, The temple of the LORD, are these.","Temwesiganga bigambo bya bulimba nti Bino ye yeekaalu ya Mukama, ye yeekaalu ya Mukama, ye yeekaalu ya Mukama."
JER75,For if ye throughly amend your ways and your doings; if ye throughly execute judgment between a man and his neighbour;,Kubanga bwe munaalongoosezanga ddala amakubo gammwe n'ebikolwa byammwe; bwe munaatuukiririzanga ddala emisango eri omuntu ne munne;
JER76,"If ye oppress not the stranger, the fatherless, and the widow, and shed not innocent blood in this place, neither walk after other gods to your hurt:","bwe mutaajoogenga mugenyi n'atalina kitaawe ne nnamwandu, so temuuyiwenga musaayi ogutaliiko musango mu kifo kino, so temuutambulenga okugobereranga bakatonda abalala, okwerumyanga mmwe bennyini:"
JER77,"Then will I cause you to dwell in this place, in the land that I gave to your fathers, for ever and ever.",kale ndibatuuza mu kifo kino mu nsi gye nnawa bajjajjammwe obw'edda bwonna okutuusa emirembe gyonna.
JER78,"Behold, ye trust in lying words, that cannot profit.","Laba, mwesiga ebigambo eby'obulimba ebitayinza kugasa."
JER79,"Will ye steal, murder, and commit adultery, and swear falsely, and burn incense unto Baal, and walk after other gods whom ye know not;","Munabbanga, ne mutta, ne muyenda, ne mulayira eby'obulimba, ne mwoteza obubaane eri Baali, ne mutambula okugoberera bakatonda abalala be mutamanyanga,"
JER710,"And come and stand before me in this house, which is called by my name, and say, We are delivered to do all these abominations?","ne mujja ne muyimirira mu maaso gange mu nnyumba eno erituumibwa erinnya lyange, ne mwogera nti Tuwonyezebbwa; mulyoke mukole emizizo egyo gyonna?"
JER711,"Is this house, which is called by my name, become a den of robbers in your eyes? Behold, even I have seen it, saith the LORD.","Ennyumba eno etuumibwako erinnya lyange efuuse empuku y'abanyazi mu maaso gammwe? Laba, nze, nze mwene, nkirabye, bw'ayogera Mukama."
JER712,"But go ye now unto my place which was in Shiloh, where I set my name at the first, and see what I did to it for the wickedness of my people Israel.","Naye mugende nno mu kifo kyange ekyali mu Siiro, gye nnatuuza erinnya lyange olubereberye, mulabe kye nnakikola olw'obubi bw'abantu bange Isiraeri."
JER713,"And now, because ye have done all these works, saith the LORD, and I spake unto you, rising up early and speaking, but ye heard not; and I called you, but ye answered not;","Era kaakano kubanga mukoze ebikolwa ebyo byonna, bw'ayogera Mukama; ne njogera nammwe, nga ngolokoka mu makya ne njogera, naye ne mutawulira; ne mbayita naye ne mutayitaba:"
JER714,"Therefore will I do unto this house, which is called by my name, wherein ye trust, and unto the place which I gave to you and to your fathers, as I have done to Shiloh.","kyendiva nkola ennyumba eyitibwa erinnya lyange; gye mwesiga, n'ekifo kye nnawa mmwe ne bajjajjammwe, nga bwe nnakola Siiro."
JER715,"And I will cast you out of my sight, as I have cast out all your brethren, even the whole seed of Ephraim.","Era ndibasuula okuva mu maaso gange, nga bwe nnasuula baganda bammwe bonna, ezzadde lyonna erya Efulayimu."
JER716,"Therefore pray not thou for this people, neither lift up cry nor prayer for them, neither make intercession to me: for I will not hear thee.","Kale tosabiranga bantu bano so tobayimusizanga kukaaba newakubadde okusaba, so tonneegayiriranga okuwolereza, kubanga siikuwulire."
JER717,Seest thou not what they do in the cities of Judah and in the streets of Jerusalem?,Tolabye bye bakola mu bibuga bya Yuda ne mu nguudo ez'e Yerusaalemi?
JER718,"The children gather wood, and the fathers kindle the fire, and the women knead their dough, to make cakes to the queen of heaven, and to pour out drink offerings unto other gods, that they may provoke me to anger.","Abaana batyaba enku, bakitaabwe ne bakuma omuliro, abakazi ne bagoya obutta okufumbira kabaka w'eggulu omukazi emigaati, n'okufukira bakatonda abalala ebiweebwayo eby'okunywa balyoke bansunguwaze."
JER719,Do they provoke me to anger? saith the LORD: do they not provoke themselves to the confusion of their own faces?,"Basunguwaza nze? bw'ayogera Mukama tebeesunguwaza bo bennyini, okuswaza amaaso gaabwe bo?"
JER720,"Therefore thus saith the Lord GOD; Behold, mine anger and my fury shall be poured out upon this place, upon man, and upon beast, and upon the trees of the field, and upon the fruit of the ground; and it shall burn, and shall not be quenched.","Mu kama Katonda kyava ayogera bw'ati nti Laba, obusungu bwange n'ekiruyi kyange birifukibwa ku kifo kino, ku bantu ne ku nsolo ne ku miti egy'omu ttale ne ku bibala eby'ettaka; era bulibuubuuka so te bulizikizibwa."
JER721,"Thus saith the LORD of hosts, the God of Israel; Put your burnt offerings unto your sacrifices, and eat flesh.","Bw'ati bw'ayogera Mukama w'eggye, Katonda wa Isiraeri nti Mwongere bye muwaayo ebyokebwa ku ssaddaaka zammwe, mulye ennyama."
JER722,"For I spake not unto your fathers, nor commanded them in the day that I brought them out of the land of Egypt, concerning burnt offerings or sacrifices:",Kubanga saayogera ne baajjammwe so saabalagira ku lunaku kwe nnabaggira mu nsi y'e Misiri eby'ebiweebwayo ebyokebwa newakubadde ssaddaaka:
JER723,"But this thing commanded I them, saying, Obey my voice, and I will be your God, and ye shall be my people: and walk ye in all the ways that I have commanded you, that it may be well unto you.","naye ekigambo kino kye nnabaagira nti Muwulirenga eddoboozi lyange, nange naabanga Katonda wammwe, nammwe munaabanga bantu bange: era mutambulirenga nu kkubo lye mbalagira, mulyoke mube bulungi."
JER724,"But they hearkened not, nor inclined their ear, but walked in the counsels and in the imagination of their evil heart, and went backward, and not forward.","Naye ne batawulira so tebaatega kutu kwabwe, naye ne batambulira mu kuteesa kwabwe bo ne mu bukakanyavu bw'omutima gwabwe omubi, ne badda ennyuma so tebeeyongera mu maaso."
JER725,"Since the day that your fathers came forth out of the land of Egypt unto this day I have even sent unto you all my servants the prophets, daily rising up early and sending them:","Okuva ku lunaku bajjajjammwe kwe baaviira mu nsi ey'e Misiri ne leero, nabatumira abaddu bange bonna bannabbi, buli lunaku nga ngolokoka mu makya ne mbatuma:"
JER726,"Yet they hearkened not unto me, nor inclined their ear, but hardened their neck: they did worse than their fathers.","era naye ne batampulira so tebaatega kutu kwabwe, naye ne bakakanyaza ensingo yaabwe: baakola obubi okukira bajjajjaabwe."
JER727,Therefore thou shalt speak all these words unto them; but they will not hearken to thee: thou shalt also call unto them; but they will not answer thee.,"Era obagambanga ebigambo bino byonna; naye tebaakuwulirenga; era obakoowoolanga, naye tebaakuyitabenga."
JER728,"But thou shalt say unto them, This is a nation that obeyeth not the voice of the LORD their God, nor receiveth correction: truth is perished, and is cut off from their mouth.","Era obagambanga nti Lino lye ggwanga eritawulidde ddoboozi lya Mukama Katonda waabwe, so tebakkirizza kuyigirizibwa: amazima gafudde, gazikiridde okuva mu kamwa kaabwe."
JER729,"Cut off thine hair, O Jerusalem, and cast it away, and take up a lamentation on high places; for the LORD hath rejected and forsaken the generation of his wrath.","Sala enviiri zo ggwe Yerusaalemi, ozisuule wala, otanule okukungubagira ku nsozi ez'obweru; kubanga Mukama asudde abantu ab'omu mirembe egy'obusungu bwe, abaleseeyo."
JER730,"For the children of Judah have done evil in my sight, saith the LORD: they have set their abominations in the house which is called by my name, to pollute it.","Kubanga abaana ba Yuda bakoze ebiri mu maaso gange ebibi, bw'ayogera Mukama: batadde emizizo gyabwe mu nnyumba eyitibwa erinnya lyange, okugyonoona."
JER731,"And they have built the high places of Tophet, which is in the valley of the son of Hinnom, to burn their sons and their daughters in the fire; which I commanded them not, neither came it into my heart.","Era bazimbye ebifo ebigulumivu eby'e Tofesi ekiri mu kiwonvu ekya mutabani wa Kinomu, okwokya batabani baabwe ne bawala baabwe mu muliro; kye ssiragiranga so tekyayingira mu mutima gwange."
JER732,"Therefore, behold, the days come, saith the LORD, that it shall no more be called Tophet, nor the valley of the son of Hinnom, but the valley of slaughter: for they shall bury in Tophet, till there be no place.","Kale, laba, ennaku zijja, bw'ayogera Mukama, lwe kitaliyitibwa nate nti Tofesi newakubadde nti Kiwonvu kya mutabani Kinomu, wabula nti Kiwonvu kya ttambiro: kubanga baliziika mu Tofesi okutuusa lwe watalibaawo bbanga lya kuziikamu."
JER733,"And the carcases of this people shall be meat for the fowls of the heaven, and for the beasts of the earth; and none shall fray them away.",N'emirambo gy'abantu bano giriba mmere ya nnyonyi ez'omu bbanga n'ensolo ez'omu nsi; so tewaliba alizisaggula.
JER734,"Then will I cause to cease from the cities of Judah, and from the streets of Jerusalem, the voice of mirth, and the voice of gladness, the voice of the bridegroom, and the voice of the bride: for the land shall be desolate.","Awo ne ndyoka nkomya mu bibuga bya Yuda ne mu nguudo ez'e Yerusaalemi eddoboozi ery'ebinyumu n'eddoboozi ery'essanyu, eddoboozi ly'awasa omugole n'eddoboozi ly'omugole: kubanga ensi erifuuka nsiko."
JER3110,"Hear the word of the LORD, O ye nations, and declare it in the isles afar off, and say, He that scattered Israel will gather him, and keep him, as a shepherd doth his flock.","Muwulire ekigambo kya Mukama, mmwe amawanga, mukibuulirire ku bizinga ebiri ewala; mwogere nti Oyo eyasaasaanya Isiraeri ye alimukuŋŋaanya, era anaamukuumanga ng'omusumba bw'akuuma ekisibo kye"
JER3111,"For the LORD hath redeemed Jacob, and ransomed him from the hand of him that was stronger than he.","Kubanga Mukama anunudde Yakobo, era amuguze okumuggya mu mukono gw'oyo eyamusinga amaanyi."
JER3112,"Therefore they shall come and sing in the height of Zion, and shall flow together to the goodness of the LORD, for wheat, and for wine, and for oil, and for the young of the flock and of the herd: and their soul shall be as a watered garden; and they shall not sorrow any more at all.","Kale balijja ne bayimbira ku ntikko ya Sayuuni, era balikulukutira wamu awali obulungi bwa Mukama, awali eŋŋaano n'awali omwenge n'awali amafuta n'awali abaana b'embuzi n'ab'ente: n'emmeeme yaabwe eriba ng'olusuku olufukirirwa amazzi, so tebalibaako buyinike nate n'akatono."
JER3113,"Then shall the virgin rejoice in the dance, both young men and old together: for I will turn their mourning into joy, and will comfort them, and make them rejoice from their sorrow.","Awo omuwala lw'alisanyukira amazina, n'abalenzi n'abakadde wamu: kubanga okukungubaga kwabwe ndikufuula essanyu, era ndibakubagiza ne mbasanyusa okuva mu buyinike bwabwe."
JER3114,"And I will satiate the soul of the priests with fatness, and my people shall be satisfied with my goodness, saith the LORD.","Era ndinyiya amasavu, emmeeme ya bakabona, n'abantu bange balinyiwa obulungi bwange, bw'ayogera Mukama."
JER3115,"Thus saith the LORD; A voice was heard in Ramah, lamentation, and bitter weeping; Rahel weeping for her children refused to be comforted for her children, because they were not.","Bw'ati bw'ayogera Mukama nti Eddoboozi liwuliddwa mu Laama, okukungubaga n'okukaaba amaziga mangi, Laakeeri ng'akaabira abaana be; agaana okukubagizibwa olw'abaana be, kubanga tewakyali."
JER3116,"Thus saith the LORD; Refrain thy voice from weeping, and thine eyes from tears: for thy work shall be rewarded, saith the LORD; and they shall come again from the land of the enemy.","Bw'ati bw'ayogera Mukama nti Zibiikiriza eddoboozi lyo lireme okukaaba, n’amaaso go galeme okuleeta amaziga: kubanga omulimu gwo guliweebwa empeera, bw'ayogera Mukama; era balidda nate okuva mu nsi y'omulabe."
JER3117,"And there is hope in thine end, saith the LORD, that thy children shall come again to their own border.","Era waliwo essuubi ery'enkomerero yo, bw'ayogera Mukama; n'abaana bo balijja nate mu nsalo yaabwe bo."
JER3118,"I have surely heard Ephraim bemoaning himself thus; Thou hast chastised me, and I was chastised, as a bullock unaccustomed to the yoke: turn thou me, and I shall be turned; for thou art the LORD my God.",Mazima mpulidde Efulayimu nga yeekaabirako bw'ati nti Onkangavvudde ne nkagavvulwa ng'ennyana etemanyidde kikoligo; nkyusa ggwe nange naakyusibwa; kubanga ggwe Mukama Katonda wange.
JER3119,"Surely after that I was turned, I repented; and after that I was instructed, I smote upon my thigh: I was ashamed, yea, even confounded, because I did bear the reproach of my youth.","Mazima bwe nnamala okukyusibwa ne nneenenya; era bwe nnamala okuyigirizibwa ne nkuba ku kisambi kyange: nakwatibwa ensonyi, weewaawo, naswala kubanga nasitula ekivume eky'omu buto bwange."
JER3120,"Is Ephraim my dear son? is he a pleasant child? for since I spake against him, I do earnestly remember him still: therefore my bowels are troubled for him; I will surely have mercy upon him, saith the LORD.","Efulayimu mwana wange omwagalwa? mwana ansanyusa? kubanga buli lwe mmwogerako obubi nkyamujjukira nnyo nnyini: omwoyo gwange kyeguvudde gunnuma ku lulwe; sirirema kumukwatirwa kisa, bw'ayogera Mukama."
JER3121,"Set thee up waymarks, make thee high heaps: set thine heart toward the highway, even the way which thou wentest: turn again, O virgin of Israel, turn again to these thy cities.","Weesimbire obubonero ku kkubo, weekolere empagi ezitegeeza: teeka omutima gwo awali oluguudo, lye kkubo lye wafulumamu: komawo, ai omuwala wa Isiraeri, komawo mu bibuga byo bino."
JER3122,"How long wilt thou go about, O thou backsliding daughter? for the LORD hath created a new thing in the earth, A woman shall compass a man.","Olituusa wa okutambula ng'odda eno n'eri, ai ggwe omuwala adda ennyuma? kubanga Mukama atonze ekigambo ekiggya mu nsi, omukazi alyetooloola omusajja."
JER3123,"Thus saith the LORD of hosts, the God of Israel; As yet they shall use this speech in the land of Judah and in the cities thereof, when I shall bring again their captivity; The LORD bless thee, O habitation of justice, and mountain of holiness.","Bw'ati bw'ayogera Mukama w'eggye Katonda wa Isiraeri nti Oliboolyawo ne boogera nate ekigambo kino mu nsi ya Yuda ne mu bibuga byayo, bwe ndikomyawo obusibe bwabwe, nti Mukama akuwe omukisa, ggwe ekifo omubeera obutuukirivu, ggwe olusozi olw'obutukuvu."
